,id,article_id,evidence_type,postDate,postClass,evidenceID,evidenceDate,evidence_after_post
95,mi0378,8,i2t,2022-02-26 12:38:42+00:00,miscaptioned,mi0378_lens_result_8,2014-01-25,False
96,fa3909,7,t2t,2023-09-29 16:47:50+00:00,factually_correct,fa3909_t1_result_7,2024-10-16,True
97,fa3909,8,t2t,2023-09-29 16:47:50+00:00,factually_correct,fa3909_t1_result_8,2025-10-06,True
98,fa3909,3,i2t,2023-09-29 16:47:50+00:00,factually_correct,fa3909_lens_result_3,2023-10-01,True
99,fa0549,1,t2t,2023-04-28 17:30:56+00:00,factually_correct,fa0549_t1_result_1,2023-06-16,True
100,fa0549,2,t2t,2023-04-28 17:30:56+00:00,factually_correct,fa0549_t1_result_2,2023-06-12,True
101,fa0549,4,t2t,2023-04-28 17:30:56+00:00,factually_correct,fa0549_t1_result_4,2023-05-10,True
102,fa0549,5,t2t,2023-04-28 17:30:56+00:00,factually_correct,fa0549_t1_result_5,2023-04-28,False
103,fa0549,6,t2t,2023-04-28 17:30:56+00:00,factually_correct,fa0549_t1_result_6,2023-04-26,False
104,fa0549,7,t2t,2023-04-28 17:30:56+00:00,factually_correct,fa0549_t1_result_7,2023-06-07,True
105,fa2961,0,t2t,2023-09-21 13:39:47+00:00,factually_correct,fa2961_t1_result_0,2018-05-02,False
106,fa2961,5,t2t,2023-09-21 13:39:47+00:00,factually_correct,fa2961_t1_result_5,2024-08-30,True
107,fa2961,6,t2t,2023-09-21 13:39:47+00:00,factually_correct,fa2961_t1_result_6,2022-02-17,False
108,fa2961,7,t2t,2023-09-21 13:39:47+00:00,factually_correct,fa2961_t1_result_7,2024-05-15,True
109,fa3421,0,t2t,2024-10-22 18:05:28+00:00,factually_correct,fa3421_t1_result_0,2009-03-10,False
110,fa3421,4,t2t,2024-10-22 18:05:28+00:00,factually_correct,fa3421_t1_result_4,2012-04-30,False
111,fa3887,2,t2t,2025-03-30 16:15:47+00:00,factually_correct,fa3887_t1_result_2,2025-04-02,True
112,fa3887,4,t2t,2025-03-30 16:15:47+00:00,factually_correct,fa3887_t1_result_4,2025-04-03,True
113,fa3887,6,t2t,2025-03-30 16:15:47+00:00,factually_correct,fa3887_t1_result_6,2025-04-05,True
114,mi5055,0,t2t,2024-08-22 12:21:15+00:00,miscaptioned,mi5055_t1_result_0,2024-02-29,False
115,mi5055,3,t2t,2024-08-22 12:21:15+00:00,miscaptioned,mi5055_t1_result_3,2024-05-15,False
116,mi5055,5,t2t,2024-08-22 12:21:15+00:00,miscaptioned,mi5055_t1_result_5,2024-10-19,True
117,mi5055,7,t2t,2024-08-22 12:21:15+00:00,miscaptioned,mi5055_t1_result_7,2023-10-24,False
118,mi5055,8,t2t,2024-08-22 12:21:15+00:00,miscaptioned,mi5055_t1_result_8,2024-02-29,False
119,mi5055,0,i2t,2024-08-22 12:21:15+00:00,miscaptioned,mi5055_lens_result_0,2025-03-27,True
120,mi5055,7,i2t,2024-08-22 12:21:15+00:00,miscaptioned,mi5055_lens_result_7,2025-10-14,True
121,mi2381,0,t2t,2023-11-21 17:45:10+00:00,miscaptioned,mi2381_t1_result_0,2023-11-20,False
122,mi2381,1,t2t,2023-11-21 17:45:10+00:00,miscaptioned,mi2381_t1_result_1,2023-11-21,False
123,mi2381,2,t2t,2023-11-21 17:45:10+00:00,miscaptioned,mi2381_t1_result_2,2023-11-21,False
124,mi2381,3,t2t,2023-11-21 17:45:10+00:00,miscaptioned,mi2381_t1_result_3,2023-11-27,True
125,mi2381,4,t2t,2023-11-21 17:45:10+00:00,miscaptioned,mi2381_t1_result_4,2023-12-04,True
126,mi2381,7,t2t,2023-11-21 17:45:10+00:00,miscaptioned,mi2381_t1_result_7,2023-11-30,True
127,mi2381,8,t2t,2023-11-21 17:45:10+00:00,miscaptioned,mi2381_t1_result_8,2023-11-21,False
128,mi3946,1,t2t,2025-03-17 15:04:26+00:00,miscaptioned,mi3946_t1_result_1,2025-08-06,True
129,mi3946,3,t2t,2025-03-17 15:04:26+00:00,miscaptioned,mi3946_t1_result_3,2025-05-25,True
130,mi3946,9,t2t,2025-03-17 15:04:26+00:00,miscaptioned,mi3946_t1_result_9,2022-11-25,False
131,fa1702,0,t2t,2023-06-22 15:17:46+00:00,factually_correct,fa1702_t1_result_0,2023-06-22,False
132,fa1702,1,t2t,2023-06-22 15:17:46+00:00,factually_correct,fa1702_t1_result_1,2023-06-22,False
133,fa1702,3,t2t,2023-06-22 15:17:46+00:00,factually_correct,fa1702_t1_result_3,2025-10-09,True
134,fa1702,4,t2t,2023-06-22 15:17:46+00:00,factually_correct,fa1702_t1_result_4,2025-10-10,True
135,fa1702,5,t2t,2023-06-22 15:17:46+00:00,factually_correct,fa1702_t1_result_5,2023-06-22,False
136,fa1702,7,t2t,2023-06-22 15:17:46+00:00,factually_correct,fa1702_t1_result_7,2023-06-22,False
137,fa1702,8,t2t,2023-06-22 15:17:46+00:00,factually_correct,fa1702_t1_result_8,2023-06-23,True
138,fa1702,9,t2t,2023-06-22 15:17:46+00:00,factually_correct,fa1702_t1_result_9,2023-07-07,True
139,fa1702,1,i2t,2023-06-22 15:17:46+00:00,factually_correct,fa1702_lens_result_1,2025-10-13,True
140,fa2005,1,t2t,2025-02-26 02:19:43+00:00,factually_correct,fa2005_t1_result_1,2025-07-01,True
141,fa2005,2,t2t,2025-02-26 02:19:43+00:00,factually_correct,fa2005_t1_result_2,2024-11-08,False
142,fa2005,3,t2t,2025-02-26 02:19:43+00:00,factually_correct,fa2005_t1_result_3,2025-02-21,False
143,fa2005,4,t2t,2025-02-26 02:19:43+00:00,factually_correct,fa2005_t1_result_4,2025-02-13,False
144,fa2005,5,t2t,2025-02-26 02:19:43+00:00,factually_correct,fa2005_t1_result_5,2025-06-12,True
145,fa2005,5,i2t,2025-02-26 02:19:43+00:00,factually_correct,fa2005_lens_result_5,2025-02-26,False
146,mi0569,2,t2t,2023-10-09 16:10:49+00:00,miscaptioned,mi0569_t1_result_2,2005-01-01,False
147,mi0569,3,i2t,2023-10-09 16:10:49+00:00,miscaptioned,mi0569_lens_result_3,2011-02-19,False
148,mi4590,0,t2t,2025-03-20 19:41:03+00:00,miscaptioned,mi4590_t1_result_0,2025-07-22,True
149,mi4590,4,t2t,2025-03-20 19:41:03+00:00,miscaptioned,mi4590_t1_result_4,2025-07-31,True
150,mi4590,7,t2t,2025-03-20 19:41:03+00:00,miscaptioned,mi4590_t1_result_7,2025-04-05,True
151,mi4590,8,t2t,2025-03-20 19:41:03+00:00,miscaptioned,mi4590_t1_result_8,2025-07-17,True
152,fa0949,0,t2t,2024-09-22 21:18:32+00:00,factually_correct,fa0949_t1_result_0,2025-04-01,True
153,fa0949,1,t2t,2024-09-22 21:18:32+00:00,factually_correct,fa0949_t1_result_1,2025-05-20,True
154,fa0949,3,t2t,2024-09-22 21:18:32+00:00,factually_correct,fa0949_t1_result_3,2025-05-20,True
155,fa0949,4,t2t,2024-09-22 21:18:32+00:00,factually_correct,fa0949_t1_result_4,2025-06-19,True
156,fa0949,6,t2t,2024-09-22 21:18:32+00:00,factually_correct,fa0949_t1_result_6,2024-12-06,True
157,fa0949,3,i2t,2024-09-22 21:18:32+00:00,factually_correct,fa0949_lens_result_3,2024-06-26,False
158,mi0894,0,t2t,2024-05-02 08:00:54+00:00,miscaptioned,mi0894_t1_result_0,2024-05-07,True
159,mi0894,1,t2t,2024-05-02 08:00:54+00:00,miscaptioned,mi0894_t1_result_1,2024-05-06,True
160,mi0894,3,i2t,2024-05-02 08:00:54+00:00,miscaptioned,mi0894_lens_result_3,2024-05-07,True
161,fa1116,0,t2t,2024-08-03 17:31:38+00:00,factually_correct,fa1116_t1_result_0,2025-08-15,True
162,fa1116,2,t2t,2024-08-03 17:31:38+00:00,factually_correct,fa1116_t1_result_2,2025-08-20,True
163,fa1116,3,t2t,2024-08-03 17:31:38+00:00,factually_correct,fa1116_t1_result_3,2025-08-15,True
164,fa1116,5,t2t,2024-08-03 17:31:38+00:00,factually_correct,fa1116_t1_result_5,2025-08-25,True
165,fa1116,7,t2t,2024-08-03 17:31:38+00:00,factually_correct,fa1116_t1_result_7,2025-08-15,True
166,fa2964,1,t2t,2024-11-29 22:01:40+00:00,factually_correct,fa2964_t1_result_1,2024-11-30,True
167,fa2964,6,t2t,2024-11-29 22:01:40+00:00,factually_correct,fa2964_t1_result_6,2025-01-28,True
168,mi3790,2,t2t,2024-08-24 14:02:40+00:00,miscaptioned,mi3790_t1_result_2,2025-01-01,True
169,mi3790,8,t2t,2024-08-24 14:02:40+00:00,miscaptioned,mi3790_t1_result_8,2025-07-24,True
170,fa2433,3,t2t,2023-11-20 18:37:21+00:00,factually_correct,fa2433_t1_result_3,2023-10-10,False
171,fa0678,1,t2t,2024-06-29 19:06:05+00:00,factually_correct,fa0678_t1_result_1,2024-07-09,True
172,fa0678,5,t2t,2024-06-29 19:06:05+00:00,factually_correct,fa0678_t1_result_5,2024-10-26,True
173,fa0678,8,t2t,2024-06-29 19:06:05+00:00,factually_correct,fa0678_t1_result_8,2024-10-26,True
174,fa0678,2,i2t,2024-06-29 19:06:05+00:00,factually_correct,fa0678_lens_result_2,2024-06-30,True
175,mi5352,2,t2t,2024-01-20 15:56:46+00:00,miscaptioned,mi5352_t1_result_2,,
176,mi5352,3,t2t,2024-01-20 15:56:46+00:00,miscaptioned,mi5352_t1_result_3,2024-01-22,True
177,mi5352,4,t2t,2024-01-20 15:56:46+00:00,miscaptioned,mi5352_t1_result_4,,
178,mi5352,5,t2t,2024-01-20 15:56:46+00:00,miscaptioned,mi5352_t1_result_5,2024-01-21,True
179,mi5352,6,t2t,2024-01-20 15:56:46+00:00,miscaptioned,mi5352_t1_result_6,,
180,mi5352,7,t2t,2024-01-20 15:56:46+00:00,miscaptioned,mi5352_t1_result_7,2024-01-20,False
181,mi5352,8,t2t,2024-01-20 15:56:46+00:00,miscaptioned,mi5352_t1_result_8,2024-01-21,True
182,mi5352,9,t2t,2024-01-20 15:56:46+00:00,miscaptioned,mi5352_t1_result_9,2025-02-20,True
183,mi5352,1,i2t,2024-01-20 15:56:46+00:00,miscaptioned,mi5352_lens_result_1,2024-01-21,True
184,mi5352,5,i2t,2024-01-20 15:56:46+00:00,miscaptioned,mi5352_lens_result_5,2025-10-15,True
185,mi5352,8,i2t,2024-01-20 15:56:46+00:00,miscaptioned,mi5352_lens_result_8,2025-10-15,True
186,mi1051,1,t2t,2023-03-15 05:11:40+00:00,miscaptioned,mi1051_t1_result_1,2021-09-17,False
187,mi1051,2,t2t,2023-03-15 05:11:40+00:00,miscaptioned,mi1051_t1_result_2,2022-12-12,False
188,mi1051,6,t2t,2023-03-15 05:11:40+00:00,miscaptioned,mi1051_t1_result_6,2024-07-15,True
189,mi1051,9,t2t,2023-03-15 05:11:40+00:00,miscaptioned,mi1051_t1_result_9,2019-03-22,False
190,fa2049,0,t2t,2024-06-07 13:46:02+00:00,factually_correct,fa2049_t1_result_0,2024-06-07,False
191,fa2049,3,t2t,2024-06-07 13:46:02+00:00,factually_correct,fa2049_t1_result_3,2024-06-04,False
192,fa0415,2,t2t,2023-06-10 21:49:10+00:00,factually_correct,fa0415_t1_result_2,2024-06-03,True
193,fa0415,7,t2t,2023-06-10 21:49:10+00:00,factually_correct,fa0415_t1_result_7,2020-03-22,False
194,fa0415,8,t2t,2023-06-10 21:49:10+00:00,factually_correct,fa0415_t1_result_8,2017-10-03,False
195,fa0415,9,t2t,2023-06-10 21:49:10+00:00,factually_correct,fa0415_t1_result_9,2025-08-04,True
196,fa0415,1,i2t,2023-06-10 21:49:10+00:00,factually_correct,fa0415_lens_result_1,2015-09-23,False
197,fa2456,2,t2t,2024-10-27 04:10:53+00:00,factually_correct,fa2456_t1_result_2,2008-04-01,False
198,fa2456,6,t2t,2024-10-27 04:10:53+00:00,factually_correct,fa2456_t1_result_6,2025-10-10,True
199,fa4256,0,t2t,2024-06-14 19:36:14+00:00,factually_correct,fa4256_t1_result_0,2010-03-21,False
200,fa4256,2,t2t,2024-06-14 19:36:14+00:00,factually_correct,fa4256_t1_result_2,2024-08-23,True
201,fa4256,6,t2t,2024-06-14 19:36:14+00:00,factually_correct,fa4256_t1_result_6,2025-01-12,True
202,fa4256,7,t2t,2024-06-14 19:36:14+00:00,factually_correct,fa4256_t1_result_7,2024-08-21,True
203,mi1218,0,t2t,2024-11-27 11:21:51+00:00,miscaptioned,mi1218_t1_result_0,2020-10-06,False
204,mi1218,1,t2t,2024-11-27 11:21:51+00:00,miscaptioned,mi1218_t1_result_1,2025-10-06,True
205,mi1218,8,t2t,2024-11-27 11:21:51+00:00,miscaptioned,mi1218_t1_result_8,2024-11-27,False
206,mi1218,9,t2t,2024-11-27 11:21:51+00:00,miscaptioned,mi1218_t1_result_9,2020-11-10,False
207,mi1218,0,i2t,2024-11-27 11:21:51+00:00,miscaptioned,mi1218_lens_result_0,2024-12-19,True
208,mi1218,3,i2t,2024-11-27 11:21:51+00:00,miscaptioned,mi1218_lens_result_3,2025-03-05,True
209,mi1218,6,i2t,2024-11-27 11:21:51+00:00,miscaptioned,mi1218_lens_result_6,2025-06-09,True
210,fa2153,2,t2t,2023-12-29 13:24:26+00:00,factually_correct,fa2153_t1_result_2,2025-05-16,True
211,fa2153,3,t2t,2023-12-29 13:24:26+00:00,factually_correct,fa2153_t1_result_3,2025-08-11,True
212,fa2153,4,t2t,2023-12-29 13:24:26+00:00,factually_correct,fa2153_t1_result_4,2025-05-02,True
213,fa2153,5,t2t,2023-12-29 13:24:26+00:00,factually_correct,fa2153_t1_result_5,2025-02-01,True
214,fa2153,7,t2t,2023-12-29 13:24:26+00:00,factually_correct,fa2153_t1_result_7,2024-11-21,True
215,fa2153,1,i2t,2023-12-29 13:24:26+00:00,factually_correct,fa2153_lens_result_1,2019-01-31,False
216,fa2404,3,i2t,2024-01-12 08:13:20+00:00,factually_correct,fa2404_lens_result_3,2025-10-13,True
217,fa3338,0,t2t,2024-12-26 19:46:04+00:00,factually_correct,fa3338_t1_result_0,2025-06-07,True
218,fa3338,1,t2t,2024-12-26 19:46:04+00:00,factually_correct,fa3338_t1_result_1,2023-03-14,False
219,fa3338,2,t2t,2024-12-26 19:46:04+00:00,factually_correct,fa3338_t1_result_2,2025-05-01,True
220,fa3338,3,t2t,2024-12-26 19:46:04+00:00,factually_correct,fa3338_t1_result_3,2025-06-07,True
221,fa3338,6,t2t,2024-12-26 19:46:04+00:00,factually_correct,fa3338_t1_result_6,2024-11-08,False
222,fa3338,8,t2t,2024-12-26 19:46:04+00:00,factually_correct,fa3338_t1_result_8,2024-12-20,False
223,fa3338,9,t2t,2024-12-26 19:46:04+00:00,factually_correct,fa3338_t1_result_9,2025-05-29,True
224,fa3338,2,i2t,2024-12-26 19:46:04+00:00,factually_correct,fa3338_lens_result_2,2025-10-13,True
225,fa3338,6,i2t,2024-12-26 19:46:04+00:00,factually_correct,fa3338_lens_result_6,2025-10-13,True
226,fa3338,7,i2t,2024-12-26 19:46:04+00:00,factually_correct,fa3338_lens_result_7,2025-10-13,True
227,fa3966,0,t2t,2023-03-28 05:12:28+00:00,factually_correct,fa3966_t1_result_0,2023-03-27,False
228,fa3966,1,t2t,2023-03-28 05:12:28+00:00,factually_correct,fa3966_t1_result_1,2025-04-02,True
229,fa3966,2,t2t,2023-03-28 05:12:28+00:00,factually_correct,fa3966_t1_result_2,2023-03-29,True
230,fa3966,5,t2t,2023-03-28 05:12:28+00:00,factually_correct,fa3966_t1_result_5,2023-03-28,False
231,fa3966,6,t2t,2023-03-28 05:12:28+00:00,factually_correct,fa3966_t1_result_6,2023-03-29,True
232,fa3966,7,t2t,2023-03-28 05:12:28+00:00,factually_correct,fa3966_t1_result_7,2023-03-27,False
233,fa3966,8,t2t,2023-03-28 05:12:28+00:00,factually_correct,fa3966_t1_result_8,2025-04-02,True
234,fa3966,1,i2t,2023-03-28 05:12:28+00:00,factually_correct,fa3966_lens_result_1,2025-10-10,True
235,fa3966,4,i2t,2023-03-28 05:12:28+00:00,factually_correct,fa3966_lens_result_4,2023-03-28,False
236,fa3966,7,i2t,2023-03-28 05:12:28+00:00,factually_correct,fa3966_lens_result_7,2023-03-28,False
237,fa2210,8,i2t,2023-08-27 10:36:57+00:00,factually_correct,fa2210_lens_result_8,2023-08-04,False
238,mi2343,2,t2t,2022-05-02 20:42:56+00:00,miscaptioned,mi2343_t1_result_2,2025-05-05,True
239,mi2343,3,t2t,2022-05-02 20:42:56+00:00,miscaptioned,mi2343_t1_result_3,2023-02-01,True
240,mi2343,4,t2t,2022-05-02 20:42:56+00:00,miscaptioned,mi2343_t1_result_4,2025-05-05,True
241,mi2343,7,t2t,2022-05-02 20:42:56+00:00,miscaptioned,mi2343_t1_result_7,2022-05-02,False
